Zipcode	Median_Income	Prevelance	COUNTYNAME
32244	29220	8.277499074105249	Duval
32246	32273	9.306247455852992	Duval
32250	48547	10.651104749321002	Duval
32254	20844	8.606954061499517	Duval
32256	37231	8.835492146924473	Duval
32257	32501	8.533333333333333	Duval
32258	43595	8.570337289928311	Duval
32259	47683	8.381138136759981	St. Johns
32277	27903	7.736566956414142	Duval
32301	25138	9.684835712232973	Leon
32303	30422	8.468880780093595	Leon
32304	10713	12.338013499709575	Leon
32305	22983	8.24323031288872	Leon
32308	40400	10.363611602887103	Leon
32309	44462	0	Jefferson
32309	44462	0	Leon
32309	44462	7.03547805171377	Jefferson
32309	44462	7.03547805171377	Leon
32310	20833	10.505661348430262	Leon
32311	38541	7.397592526051024	Leon
32312	49596	7.802824634719214	Leon
32317	42519	7.643183651519225	Leon
32322	23275	12.99449173760641	Franklin
32327	31771	0.014022787028921999	Leon
32327	31771	0.014022787028921999	Wakulla
32327	31771	9.833479404031552	Leon
32327	31771	9.833479404031552	Wakulla
32340	20698	11.06910497626165	Madison
32344	27379	9.946584655228229	Jefferson
32347	25452	10.881850440268103	Taylor
32351	24533	11.949786324786325	Gadsden
32401	23238	8.76197394107232	Bay
32404	27103	9.865073538718578	Bay
32405	26231	9.662210366326498	Bay
32407	31313	13.038255405655146	Bay
32408	30444	8.518871925360475	Bay
32425	20753	11.489768879729132	Holmes
32425	20753	11.489768879729132	Washington
32425	20753	0.14721036360959813	Holmes
32425	20753	0.14721036360959813	Washington
32428	21542	0.02277385561375541	Jackson
32428	21542	0.02277385561375541	Washington
32428	21542	11.529264404463675	Jackson
32428	21542	11.529264404463675	Washington
32433	21710	8.26201264194216	Walton
32444	32522	10.702522221720887	Bay
32446	23188	13.405308142150247	Jackson
32459	37494	12.52541683611224	Walton
32460	30675	9.52548330404218	Jackson
32501	20566	17.001975929585058	Escambia
32503	23392	8.684602576461309	Escambia
32504	29638	10.17640280117011	Escambia
32505	22430	9.565910298246944	Escambia
32506	28678	7.639646519746892	Escambia
32507	30683	6.563345791983504	Escambia
32514	25585	10.347752332485156	Escambia
32526	30299	9.682412596744063	Escambia
32533	34871	10.140342610978358	Escambia
32534	28313	9.781576448243115	Escambia
32536	32776	8.66210329807094	Okaloosa
32539	26496	9.223059307689754	Okaloosa
32539	26496	9.223059307689754	Walton
32539	26496	0.013275364242806412	Okaloosa
32539	26496	0.013275364242806412	Walton
32541	39868	9.697891534669044	Okaloosa
32547	27895	9.233906204485873	Okaloosa
32548	30169	9.001289847060992	Okaloosa
32550	37700	9.313111055402356	Walton
32561	51131	0.5239294710327456	Escambia
32561	51131	0.5239294710327456	Santa Rosa
32561	51131	7.193954659949623	Escambia
32561	51131	7.193954659949623	Santa Rosa
32563	35322	9.327724606359986	Santa Rosa
32566	34448	8.684629150924637	Santa Rosa
32570	29322	9.919913212724547	Santa Rosa
32571	31555	9.943693693693694	Santa Rosa
32578	39205	9.200120736492606	Okaloosa
32578	39205	9.200120736492606	Walton
32578	39205	0.02112888620585572	Okaloosa
32578	39205	0.02112888620585572	Walton
32579	33755	7.980266976204295	Okaloosa
32583	25273	9.606674612634087	Santa Rosa
32605	37366	5.947722648301769	Alachua
32606	40501	6.074567016466172	Alachua
32607	21517	8.936254716356656	Alachua
32608	25684	7.01987555125959	Alachua
32615	32163	8.1994866153282	Alachua
32626	20925	7.538146208153041	Levy
32641	20349	8.068721171201283	Alachua
32643	27734	5.743185324875707	Alachua
32643	27734	5.743185324875707	Columbia
32643	27734	5.743185324875707	Gilchrist
32643	27734	0.03428767358134751	Alachua
32643	27734	0.03428767358134751	Columbia
32643	27734	0.03428767358134751	Gilchrist
32643	27734	0.1457226127207269	Alachua
32643	27734	0.1457226127207269	Columbia
32643	27734	0.1457226127207269	Gilchrist
32653	36856	5.103349964362081	Alachua
32693	20972	8.003703080289513	Gilchrist
32693	20972	8.003703080289513	Levy
32693	20972	0.14307355664029625	Gilchrist
32693	20972	0.14307355664029625	Levy
32696	24114	8.290447089096173	Levy
32696	24114	8.290447089096173	Marion
32696	24114	0.04020585397233837	Levy
32696	24114	0.04020585397233837	Marion
32701	30669	6.582388840453357	Seminole
32703	27095	6.839276082063874	Orange
32703	27095	6.839276082063874	Seminole
32703	27095	0.2120417387422577	Orange
32703	27095	0.2120417387422577	Seminole
32707	28573	6.154956154956155	Seminole
32708	36555	6.045495664452927	Seminole
32712	33806	6.463001806816057	Orange
32713	32507	5.6289488799540495	Volusia
32714	31116	6.737579315973777	Seminole
32720	25308	0.012337682366367477	Lake
32720	25308	0.012337682366367477	Volusia
32720	25308	6.085561827210759	Lake
32720	25308	6.085561827210759	Volusia
32724	26915	6.439219718081221	Volusia
32725	26094	6.1454640145824575	Volusia
32726	24587	6.977985323549032	Lake
32738	26434	6.005130341365022	Volusia
32746	40441	5.614004066837592	Seminole
32750	33414	5.7382617382617385	Seminole
32751	37565	7.2226425170219395	Orange
32751	37565	7.2226425170219395	Seminole
32751	37565	0.34266387788705444	Orange
32751	37565	0.34266387788705444	Seminole
32754	26547	3.741806263656227	Brevard
32754	26547	3.741806263656227	Volusia
32754	26547	0.03641660597232338	Brevard
32754	26547	0.03641660597232338	Volusia
32757	30573	6.498749553411932	Lake
32757	30573	6.498749553411932	Orange
32757	30573	0.050017863522686674	Lake
32757	30573	0.050017863522686674	Orange
32763	26819	6.448425484383727	Volusia
32765	35993	5.920520321155163	Seminole
32771	30242	6.440834607045106	Seminole
32773	27530	7.122497998398719	Seminole
32778	25116	7.989667765208871	Lake
32779	41655	5.99601391750836	Seminole
32780	26635	4.668291062133126	Brevard
32789	40223	6.842125136880263	Orange
32792	28723	5.166573104396136	Orange
32792	28723	5.166573104396136	Seminole
32792	28723	0.5013647186356684	Orange
32792	28723	0.5013647186356684	Seminole
32796	26778	4.017662186423408	Brevard
32801	44350	13.869149718206323	Orange
32803	44421	9.435179670438753	Orange
32804	44161	9.116129390223602	Orange
32805	17466	8.969748254707003	Orange
32806	35419	6.966487111818083	Orange
32807	22150	8.575786353564132	Orange
32808	20500	5.741174883203184	Orange
32809	21938	8.413816807011514	Orange
32810	26954	6.003539262037453	Orange
32811	22303	8.424872737900966	Orange
32812	30783	7.220750244038489	Orange
32817	26145	7.1130760836108236	Orange
32818	21967	5.261349187257294	Orange
32819	31478	11.170977011494253	Orange
32821	27562	13.048642533936652	Orange
32822	21350	9.217940414507773	Orange
32824	26482	13.05881846736371	Orange
32825	27780	8.267388927866339	Orange
32826	21013	5.433423195575442	Orange
32835	28408	7.321435999833604	Orange
32837	26458	10.54375365425843	Orange
32839	21114	7.951064553946225	Orange
32901	21434	8.19482641795209	Brevard
32904	31304	7.632708942684673	Brevard
32905	22564	6.4887134151574974	Brevard
32907	25287	6.3814197215622706	Brevard
32909	24690	7.628555886211641	Brevard
32922	19779	6.164342569872524	Brevard
32926	26477	4.120465434633813	Brevard
32927	30524	4.069109106184023	Brevard
32931	35032	5.279209933919105	Brevard
32934	33896	5.694844281601675	Brevard
32935	27364	5.234293479579703	Brevard
32937	36549	5.121411201045333	Brevard
32940	34309	5.335420075407271	Brevard
32951	38383	3.5827626524135625	Brevard
32952	36004	4.788705523228084	Brevard
32953	30620	5.65186515727474	Brevard
32955	33642	4.9988428604489705	Brevard
32958	28259	5.318516965440123	Indian River
32960	24058	10.09257578507896	Indian River
32962	25033	6.062209456139687	Indian River
32963	53488	4.738138018233846	Indian River
32963	53488	4.738138018233846	St. Lucie
32963	53488	0.0266187529114261	Indian River
32963	53488	0.0266187529114261	St. Lucie
32966	26388	5.898602534936626	Indian River
32968	32412	6.515128478029498	Indian River
32976	20738	4.652441706995161	Brevard
33004	25893	8.54371346847407	Broward
33009	24329	9.524267641541199	Broward
33010	17141	17.104274410997657	Dade
33012	17130	16.6725361651406	Dade
33013	17334	18.570257315842582	Dade
33014	21866	15.399293960499952	Dade
33015	23843	15.161256715929216	Dade
33016	21507	16.60541586073501	Dade
33018	25009	18.33055654355192	Dade
33020	25384	9.557667176113585	Broward
33021	30512	10.336196712120302	Broward
33023	24203	10.187500844902871	Broward
33024	27430	11.224969937784284	Broward
33025	34381	11.394835757476713	Broward
33026	36397	8.692107491141702	Broward
33027	37470	10.548954333459681	Broward
33028	45339	13.490762812872466	Broward
33029	39196	10.016403313884679	Broward
33030	19396	14.63898252273178	Dade
33032	24300	15.037399022638876	Dade
33033	21862	14.373491707600937	Dade
33034	17279	12.428868214253455	Dade
33034	17279	12.428868214253455	Monroe
33034	17279	0	Dade
33034	17279	0	Monroe
33037	32511	7.914201183431953	Monroe
33040	36352	8.22140349859302	Monroe
33050	33054	6.883405697341946	Monroe
33055	21339	16.632830271751097	Dade
33056	21752	12.9880919412905	Dade
33060	23698	9.21514410294587	Broward
33062	38289	6.914331041776838	Broward
33063	27198	9.156049500063977	Broward
33064	26283	10.443280635635391	Broward
33065	27414	9.618194633064585	Broward
33066	31695	8.237822349570202	Broward
33067	41137	8.615395862270633	Broward
33068	25297	9.679804356480691	Broward
33069	25453	9.961617741132986	Broward
33071	38250	8.85234252068423	Broward
33073	38169	10.384985018938323	Broward
33076	58181	7.891842111995088	Broward
33125	15807	17.826541958270653	Dade
33126	20013	15.836258634356245	Dade
33127	18189	10.576139426995173	Dade
33130	21636	18.717422739348287	Dade
33131	64850	17.800508740596417	Dade
33135	17261	13.576567317574511	Dade
33137	39301	16.74145066434328	Dade
33140	45008	17.027786137024776	Dade
33141	27267	10.460671897002616	Dade
33142	16886	14.63782100113419	Dade
33143	35954	16.808346213292115	Dade
33144	20990	15.273991275899673	Dade
33145	25533	13.056360498811578	Dade
33147	17687	13.666311099956078	Dade
33150	20970	9.918386618103332	Dade
33155	28664	15.209043911019585	Dade
33156	49552	12.86626484454258	Dade
33157	26821	13.552738862945668	Dade
33160	31879	12.28575034709075	Dade
33161	22153	8.952431854623196	Dade
33162	22995	9.980264414404855	Dade
33165	21675	17.924832503314107	Dade
33166	25831	19.177688326624498	Dade
33168	20946	9.48420515065295	Dade
33169	24535	10.680824484697064	Dade
33172	23571	17.972137651074824	Dade
33173	30182	13.623862915168184	Dade
33174	21592	15.879429119553528	Dade
33175	24750	17.492689510384643	Dade
33176	30890	12.786872705018359	Dade
33177	25215	15.79112053680075	Dade
33178	31951	26.52185572539555	Dade
33179	28106	11.623553821519588	Dade
33180	41284	12.610585370364664	Dade
33181	24377	10.158619660882104	Dade
33183	28070	15.256637168141593	Dade
33184	20776	15.928391094789992	Dade
33185	32713	14.872923243725882	Dade
33186	32270	13.567897814263427	Dade
33187	30617	15.016501650165019	Dade
33189	26919	12.91011147126255	Dade
33190	27261	12.113705332259862	Dade
33193	26202	14.502290045800917	Dade
33196	31215	14.038494165551304	Dade
33301	58345	14.30477715505738	Broward
33305	44113	8.861070201276387	Broward
33308	41956	9.15219462152854	Broward
33309	25550	9.52893937910097	Broward
33311	19546	8.637755839785468	Broward
33312	26532	9.683894535064558	Broward
33313	21107	8.139460870118711	Broward
33314	25565	11.580646344594843	Broward
33315	40112	12.861386856024925	Broward
33317	31181	9.173237567335466	Broward
33319	25015	9.601162740990894	Broward
33321	27182	9.436230569674983	Broward
33322	28381	7.701358160472671	Broward
33323	38738	10.20276199713639	Broward
33324	34462	8.29238454480579	Broward
33325	33517	11.062685144199666	Broward
33326	39902	11.045091238123964	Broward
33328	38857	8.75244717477891	Broward
33334	27483	10.083406794602293	Broward
33351	29516	11.065447734071403	Broward
33401	27555	11.440722278383937	Palm Beach
33407	22989	10.275427086304713	Palm Beach
33408	41383	6.48651617509749	Palm Beach
33409	25982	8.222931470552812	Palm Beach
33410	37763	7.287184017783351	Palm Beach
33411	32651	7.239544564827834	Palm Beach
33412	42234	5.720010341261634	Palm Beach
33413	26381	9.298335906673529	Palm Beach
33414	39874	6.661448396197185	Palm Beach
33415	21949	9.90133420864629	Palm Beach
33417	25127	7.293364549684379	Palm Beach
33418	42274	5.937545814396716	Palm Beach
33426	31484	9.08824268834325	Palm Beach
33428	31143	9.765690982360464	Palm Beach
33430	16787	9.550319350940791	Palm Beach
33432	41754	8.571289110167424	Palm Beach
33433	39376	10.000745212012818	Palm Beach
33434	32390	6.360441276969637	Palm Beach
33435	26244	8.22595808217663	Palm Beach
33436	30267	6.507226505428308	Palm Beach
33437	32562	4.76252883204026	Palm Beach
33440	21287	11.330398259197409	Hendry
33440	21287	11.330398259197409	Palm Beach
33440	21287	0.025302363240726686	Hendry
33440	21287	0.025302363240726686	Palm Beach
33441	26547	9.804926252607693	Broward
33442	31191	9.073332412650187	Broward
33444	25838	8.09854860348823	Palm Beach
33445	31054	7.504021701416269	Palm Beach
33446	30713	6.767668999461662	Palm Beach
33455	29936	5.545045045045045	Martin
33458	39506	0.006812685219879415	Martin
33458	39506	0.006812685219879415	Palm Beach
33458	39506	6.800763020744627	Martin
33458	39506	6.800763020744627	Palm Beach
33460	22456	9.142541368618181	Palm Beach
33461	22079	9.110715407981566	Palm Beach
33462	29017	8.068349327637556	Palm Beach
33463	25611	8.495210532110669	Palm Beach
33467	31653	7.215126886714214	Palm Beach
33469	40850	0.17421602787456447	Martin
33469	40850	0.17421602787456447	Palm Beach
33469	40850	5.97024926293219	Martin
33469	40850	5.97024926293219	Palm Beach
33470	33458	7.855913899769375	Palm Beach
33472	36762	5.119196988707653	Palm Beach
33477	45753	4.750951776649746	Palm Beach
33478	42848	0	Martin
33478	42848	0	Palm Beach
33478	42848	5.516456955996303	Martin
33478	42848	5.516456955996303	Palm Beach
33480	63548	5.483002691655867	Palm Beach
33484	27586	6.585801741511084	Palm Beach
33487	41783	7.481742999468008	Palm Beach
33496	47446	6.995117620949845	Palm Beach
33510	30784	6.46851964563468	Hillsborough
33511	31692	7.283327384291129	Hillsborough
33513	20783	6.678203413828365	Sumter
33523	23656	0.04778338200159278	Hernando
33523	23656	0.04778338200159278	Pasco
33523	23656	6.105654366870188	Hernando
33523	23656	6.105654366870188	Pasco
33525	23921	7.24144634525661	Pasco
33527	26430	8.461436522661012	Hillsborough
33540	21603	0	Hillsborough
33540	21603	0	Pasco
33540	21603	6.25288950531669	Hillsborough
33540	21603	6.25288950531669	Pasco
33541	25319	6.760133259300388	Pasco
33542	22125	5.481253116924332	Pasco
33543	39887	7.227589146185538	Pasco
33544	39694	5.796998616383439	Pasco
33545	36901	6.584320130665578	Pasco
33547	47259	5.9095997220828345	Hillsborough
33547	47259	5.9095997220828345	Polk
33547	47259	0	Hillsborough
33547	47259	0	Polk
33549	37639	5.256139571063452	Hillsborough
33549	37639	5.256139571063452	Pasco
33549	37639	0.2833648183131459	Hillsborough
33549	37639	0.2833648183131459	Pasco
33556	45947	7.885428349581572	Hillsborough
33556	45947	7.885428349581572	Pasco
33556	45947	0.6643085152273316	Hillsborough
33556	45947	0.6643085152273316	Pasco
33558	42962	6.767568459254371	Hillsborough
33558	42962	6.767568459254371	Pasco
33558	42962	0.14434180138568128	Hillsborough
33558	42962	0.14434180138568128	Pasco
33559	30741	4.779949114924484	Hillsborough
33559	30741	4.779949114924484	Pasco
33559	30741	0.2002923185189195	Hillsborough
33559	30741	0.2002923185189195	Pasco
33563	25783	8.133271501444726	Hillsborough
33565	27038	5.693013882669055	Hillsborough
33566	32138	7.928388746803069	Hillsborough
33567	26702	7.027470274702748	Hillsborough
33569	35287	6.02981506223191	Hillsborough
33570	25971	8.549404344779257	Hillsborough
33572	41707	6.364082433758587	Hillsborough
33573	29565	7.207596029348295	Hillsborough
33578	34447	7.502953168463971	Hillsborough
33579	38295	7.240661019302874	Hillsborough
33584	31246	6.306440779162624	Hillsborough
33592	21781	5.94145158496449	Hillsborough
33594	31475	6.201883174494148	Hillsborough
33596	40543	5.173532273759325	Hillsborough
33598	25431	10.507156036503266	Hillsborough
33598	25431	10.507156036503266	Manatee
33598	25431	0.0199471400787912	Hillsborough
33598	25431	0.0199471400787912	Manatee
33602	46981	11.26652123700757	Hillsborough
33603	27561	7.296639520733876	Hillsborough
33604	22548	6.82001817998182	Hillsborough
33605	17116	8.382894364202775	Hillsborough
33607	25843	13.328412073490814	Hillsborough
33609	42961	8.553383786138182	Hillsborough
33610	21998	7.487339473065664	Hillsborough
33611	40087	7.375264590263078	Hillsborough
33612	20058	6.760073437047058	Hillsborough
33613	21190	8.80066170388751	Hillsborough
33614	21343	11.284141867101509	Hillsborough
33615	27019	9.521805017679744	Hillsborough
33617	26232	5.893636306148689	Hillsborough
33618	39676	6.792921906990348	Hillsborough
33619	23839	8.717449865309787	Hillsborough
33624	34731	7.039670376604779	Hillsborough
33625	35258	8.23292437282549	Hillsborough
33626	51794	5.975343980743584	Hillsborough
33629	63384	7.246591035068918	Hillsborough
33634	26719	9.406223865487037	Hillsborough
33647	41551	5.003943439806209	Hillsborough
33701	30096	11.838758901322482	Pinellas
33702	30129	6.249414410193947	Pinellas
33703	40285	6.155881551811355	Pinellas
33704	48402	5.3821693557884815	Pinellas
33705	27296	8.701528225387255	Pinellas
33706	43731	6.029042338092029	Pinellas
33707	28886	6.504623087172447	Pinellas
33708	35763	5.6208418827333215	Pinellas
33709	25357	7.059588122994436	Pinellas
33710	31631	6.510431885921338	Pinellas
33712	26088	8.557684533915435	Pinellas
33713	30285	6.37442809447261	Pinellas
33714	21770	5.35991950974115	Pinellas
33716	38806	7.932244271461462	Pinellas
33755	22640	7.360234445446348	Pinellas
33756	25746	8.836949162520973	Pinellas
33759	31305	6.8490897126562835	Pinellas
33760	26608	6.806645131518228	Pinellas
33761	31495	5.2440133373749624	Pinellas
33763	28422	5.0076026355803345	Pinellas
33764	31630	6.526354319180087	Pinellas
33765	26592	7.236842105263158	Pinellas
33767	46667	7.353730542136338	Pinellas
33770	26347	5.873737184061291	Pinellas
33771	24800	6.300016466326362	Pinellas
33772	30667	6.261621621621622	Pinellas
33773	28677	7.473714123330491	Pinellas
33774	31843	6.13361330607283	Pinellas
33776	31822	5.8645841007883295	Pinellas
33777	32743	7.6725579173632665	Pinellas
33778	27512	6.946920861335894	Pinellas
33781	25472	6.879626649501127	Pinellas
33782	29062	6.505140127116836	Pinellas
33785	41101	5.541237113402062	Pinellas
33801	20969	6.499854524294443	Polk
33803	28775	6.4969450101833	Polk
33805	21973	9.784950448509539	Polk
33809	27900	7.651497676870861	Polk
33810	28372	0.007821818964000079	Hillsborough
33810	28372	0.007821818964000079	Polk
33810	28372	7.164786171024072	Hillsborough
33810	28372	7.164786171024072	Polk
33811	31657	7.8993406001884	Polk
33813	38200	6.934631286962893	Polk
33815	21548	7.446527594401902	Polk
33823	25211	7.321136397441618	Polk
33825	21895	0	Hardee
33825	21895	0	Highlands
33825	21895	0	Polk
33825	21895	6.794095382286147	Hardee
33825	21895	6.794095382286147	Highlands
33825	21895	6.794095382286147	Polk
33825	21895	0.27252081756245267	Hardee
33825	21895	0.27252081756245267	Highlands
33825	21895	0.27252081756245267	Polk
33830	26173	9.140008309098462	Polk
33837	26353	10.063981197362407	Polk
33843	20614	7.931472081218274	Polk
33844	22838	10.618239285033106	Polk
33850	25521	7.364247957712639	Polk
33852	22657	6.2040855016825445	Highlands
33853	22306	8.120868744098205	Polk
33860	27516	6.719220615029934	Polk
33870	19052	8.719260455932508	Highlands
33872	24884	5.740124348426804	Highlands
33873	21257	11.304900437791272	Hardee
33875	26900	5.502516924145113	Highlands
33880	25292	7.944421135763468	Polk
33881	21993	10.984274898078043	Polk
33884	30485	7.536150410693651	Polk
33897	26228	7.739978902953587	Polk
33898	22706	0	Osceola
33898	22706	0	Polk
33898	22706	5.108971708700018	Osceola
33898	22706	5.108971708700018	Polk
33901	22402	9.25856581164576	Lee
33903	25851	5.596504391578762	Lee
33904	28296	6.549572154667696	Lee
33905	25186	7.516270137629361	Lee
33907	26905	7.712145400957877	Lee
33908	32191	7.901295429025279	Lee
33909	27303	8.088188976377953	Lee
33912	36042	14.480317494368766	Lee
33913	35529	6.75765776365847	Lee
33914	32324	7.222904312844491	Lee
33916	21789	9.772353153731883	Lee
33917	26588	0.013311591067922393	Charlotte
33917	26588	0.013311591067922393	Lee
33917	26588	5.194848414256715	Charlotte
33917	26588	5.194848414256715	Lee
33919	31724	6.317177711836465	Lee
33928	37904	6.85334712223062	Lee
33935	21439	0.11057712754646365	Glades
33935	21439	0.11057712754646365	Hendry
33935	21439	7.93178241823672	Glades
33935	21439	7.93178241823672	Hendry
33947	25853	4.980211081794195	Charlotte
33948	25123	5.863800957832029	Charlotte
33950	31889	5.605390789304262	Charlotte
33952	23354	5.558550464210842	Charlotte
33957	49500	3.101516600628501	Lee
33966	32172	11.902632886239443	Lee
33967	30879	8.567790202554818	Lee
33971	25195	8.668265273254358	Lee
33972	25937	6.548501450209475	Lee
33974	22686	7.169003773159881	Lee
33976	24912	8.078925733077554	Lee
33980	25973	6.8280617598560935	Charlotte
33981	27170	5.373893223459279	Charlotte
33982	22932	5.081320373400057	Charlotte
33983	28088	6.6490066225165565	Charlotte
33991	31632	9.291170723041393	Lee
33993	26354	8.030818849668519	Lee
34104	27691	8.258564437194128	Collier
34105	40925	5.574371217589251	Collier
34108	48238	5.683890577507598	Collier
34109	37527	7.649169106428601	Collier
34110	37643	6.4282141070535275	Collier
34110	37643	6.4282141070535275	Lee
34110	37643	0.01667500416875104	Collier
34110	37643	0.01667500416875104	Lee
34112	30225	6.795004433934378	Collier
34113	26356	8.892897406989855	Collier
34114	29195	7.265543543873128	Collier
34116	24823	9.279720860679571	Collier
34117	31139	7.171782381595164	Collier
34135	31429	6.210406284314553	Lee
34142	17621	11.11220279033209	Collier
34142	17621	11.11220279033209	Hendry
34142	17621	0	Collier
34142	17621	0	Hendry
34145	38369	4.110126724234608	Collier
34202	41938	6.425295287575598	Manatee
34203	29128	8.05214133586513	Manatee
34205	25237	8.044838050411842	Manatee
34207	24178	6.896836768433815	Manatee
34208	22744	9.649251182984536	Manatee
34209	30674	6.536449448424883	Manatee
34210	28934	7.319888227432876	Manatee
34212	40674	7.861043118056863	Manatee
34219	37018	7.680808080808081	Manatee
34221	26796	9.720214854283064	Manatee
34223	28902	0.02181500872600349	Charlotte
34223	28902	0.02181500872600349	Sarasota
34223	28902	3.779450261780105	Charlotte
34223	28902	3.779450261780105	Sarasota
34224	22963	5.346486420655219	Charlotte
34224	22963	5.346486420655219	Sarasota
34224	22963	0	Charlotte
34224	22963	0	Sarasota
34228	50441	2.993272003295345	Manatee
34228	50441	2.993272003295345	Sarasota
34228	50441	0.09611423863792394	Manatee
34228	50441	0.09611423863792394	Sarasota
34231	31419	6.308295705481032	Sarasota
34232	32057	7.128263337116912	Sarasota
34233	34562	6.709067372094332	Sarasota
34234	22373	8.831843881086996	Sarasota
34235	32084	6.750310396654251	Sarasota
34237	26746	9.722760223562615	Sarasota
34238	40417	5.691056910569105	Sarasota
34239	32540	7.947314838381267	Sarasota
34240	40943	0.03495892326516343	Manatee
34240	40943	0.03495892326516343	Sarasota
34240	40943	8.14542912078308	Manatee
34240	40943	8.14542912078308	Sarasota
34241	37798	4.862538540596095	Sarasota
34242	52219	5.519089082384461	Sarasota
34243	32609	5.940252656656531	Manatee
34243	32609	5.940252656656531	Sarasota
34243	32609	0.2351023478887809	Manatee
34243	32609	0.2351023478887809	Sarasota
34266	21265	10.490551987340593	Desoto
34266	21265	10.490551987340593	Sarasota
34266	21265	0	Desoto
34266	21265	0	Sarasota
34275	33875	4.6307151230949595	Sarasota
34285	32874	5.162708411515574	Sarasota
34287	26896	4.459355560215279	Sarasota
34292	34681	5.552669177815301	Sarasota
34293	32564	4.879344361815146	Sarasota
34420	25305	6.338385261141473	Marion
34432	23163	5.3815197664325725	Marion
34436	22372	4.211041743175419	Citrus
34442	25640	6.121203904555315	Citrus
34446	26632	5.437149077575341	Citrus
34452	25199	9.048139124590438	Citrus
34453	22132	6.487148102815178	Citrus
34470	24850	7.593210063655653	Marion
34471	29293	11.331312660293774	Marion
34472	23023	7.293261868300154	Marion
34476	25966	6.903217492160316	Marion
34480	26768	8.614759224515323	Marion
34481	25640	5.566951295139055	Marion
34491	24125	6.417674907943188	Marion
34601	23240	6.6794147729799445	Hernando
34604	27310	5.353743654822335	Hernando
34606	23745	6.225881142269102	Hernando
34608	23802	5.447962760760876	Hernando
34609	28039	6.675823525232671	Hernando
34610	25666	4.803374608790312	Pasco
34613	24350	6.170497656773042	Hernando
34638	43003	7.350833653745324	Pasco
34639	40168	6.164313658785508	Pasco
34652	23623	6.209895305639987	Pasco
34653	24187	6.583208049034347	Pasco
34654	24517	6.5053411816001745	Pasco
34655	34259	7.1121513183034	Pasco
34667	25007	5.851767251743207	Pasco
34668	22280	5.466705437627217	Pasco
34669	24874	5.960613349368611	Pasco
34677	31924	5.737741891830935	Pinellas
34683	35833	5.323148534940622	Pinellas
34684	28947	5.76526402640264	Pinellas
34685	38647	5.5561729081009	Pinellas
34688	39254	6.905817546688163	Pinellas
34689	25095	6.5986518491528505	Pinellas
